Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Family structure,M1H,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,1425.0
Family structure,M1H,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,540.0
Family structure,M1H,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,1220.0
Family structure,M1H,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,810.0
Family structure,M1H,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.2
Family structure,M1H,Total number of persons in private households,Total number of persons in private households,,,,,,15005.0
Family structure,M1H,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,1945.0
Family structure,M1H,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,765.0
Family structure,M1H,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,550.0
Family structure,M1H,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,630.0
Family structure,M1H,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,13060.0
Family structure,M1H,Average number of persons per census family,Average number of persons per census family,,,,,,3.0
Family structure,M1H,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,1305.0
Family structure,M1H,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,345.0
Family structure,M1H,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,140.0
Family structure,M1H,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,30.0
Family structure,M1H,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,170.0
Family structure,M1H,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,965.0
Family structure,M1H,Total number of economic families,Total number of economic families,,,,,,4255.0
Family structure,M1H,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,1500.0
Family structure,M1H,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,1100.0
Family structure,M1H,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,990.0
Family structure,M1H,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,665.0
Family structure,M1H,Total number of persons in economic families,Total number of persons in economic families,,,,,,13830.0
Family structure,M1H,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.3
Family structure,M1H,Total number of unattached individuals,Total number of unattached individuals,,,,,,1180.0
Family structure,M1J,Total number of private households,Total number of private households,,,,,,11020.0
Family structure,M1J,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,1810.0
Family structure,M1J,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,3355.0
Family structure,M1J,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,2205.0
Family structure,M1J,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,3170.0
Family structure,M1J,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,485.0
Family structure,M1J,  Non-family household,Total number of private households,  Non-family household,,,,,2620.0
Family structure,M1J,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,8080.0
Family structure,M1J,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,320.0
Family structure,M1J,Number of persons in private households,Number of persons in private households,,,,,,31920.0
Family structure,M1J,Average number of persons per household,Average number of persons per household,,,,,,2.9
Family structure,M1J,Total number of census families,Total number of census families,,,,,,8735.0
Family structure,M1J,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,3510.0
Family structure,M1J,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,2305.0
Family structure,M1J,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,2085.0
Family structure,M1J,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,835.0
Family structure,M1J,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,6980.0
Family structure,M1J,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,6380.0
Family structure,M1J,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,2165.0
Family structure,M1J,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,4215.0
Family structure,M1J,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,1625.0
Family structure,M1J,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,1845.0
Family structure,M1J,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,750.0
Family structure,M1J,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,600.0
Family structure,M1J,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,365.0
Family structure,M1J,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,230.0
Family structure,M1J,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,125.0
Family structure,M1J,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,65.0
Family structure,M1J,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,50.0
Family structure,M1J,Total lone-parent families,Total lone-parent families,,,,,,1760.0
Family structure,M1J,  Male parent,Total lone-parent families,  Male parent,,,,,195.0
Family structure,M1J,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,145.0
Family structure,M1J,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,45.0
Family structure,M1J,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,10.0
Family structure,M1J,  Female parent,Total lone-parent families,  Female parent,,,,,1565.0
Family structure,M1J,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,835.0
Family structure,M1J,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,515.0
Family structure,M1J,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,215.0
Family structure,M1J,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,10950.0
Family structure,M1J,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,2840.0
Family structure,M1J,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,3720.0
Family structure,M1J,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,1100.0
Family structure,M1J,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,2145.0
Family structure,M1J,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,1145.0
Family structure,M1J,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.3
Family structure,M1J,Total number of persons in private households,Total number of persons in private households,,,,,,31920.0
Family structure,M1J,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,5255.0
Family structure,M1J,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,1755.0
Family structure,M1J,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,1680.0
Family structure,M1J,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,1810.0
Family structure,M1J,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,26665.0
Family structure,M1J,Average number of persons per census family,Average number of persons per census family,,,,,,3.1
Family structure,M1J,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,2790.0
Family structure,M1J,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,1020.0
Family structure,M1J,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,360.0
Family structure,M1J,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,90.0
Family structure,M1J,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,575.0
Family structure,M1J,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,1770.0
Family structure,M1J,Total number of economic families,Total number of economic families,,,,,,8720.0
Family structure,M1J,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,3095.0
Family structure,M1J,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,2200.0
Family structure,M1J,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,2120.0
Family structure,M1J,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,1310.0
Family structure,M1J,Total number of persons in economic families,Total number of persons in economic families,,,,,,28425.0
Family structure,M1J,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.3
Family structure,M1J,Total number of unattached individuals,Total number of unattached individuals,,,,,,3495.0
Family structure,M1K,Total number of private households,Total number of private households,,,,,,16600.0
Family structure,M1K,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,3515.0
Family structure,M1K,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,5300.0
Family structure,M1K,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,3280.0
Family structure,M1K,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,3880.0
Family structure,M1K,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,620.0
Family structure,M1K,  Non-family household,Total number of private households,  Non-family household,,,,,4700.0
Family structure,M1K,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,11420.0
Family structure,M1K,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,475.0
Family structure,M1K,Number of persons in private households,Number of persons in private households,,,,,,44605.0
Family structure,M1K,Average number of persons per household,Average number of persons per household,,,,,,2.7
Family structure,M1K,Total number of census families,Total number of census families,,,,,,12415.0
Family structure,M1K,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,5710.0
Family structure,M1K,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,3180.0
Family structure,M1K,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,2540.0
Family structure,M1K,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,980.0
Family structure,M1K,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,9920.0
Family structure,M1K,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,9155.0
Family structure,M1K,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,3750.0
Family structure,M1K,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,5405.0
Family structure,M1K,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,2305.0
Family structure,M1K,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,2200.0
Family structure,M1K,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,905.0
Family structure,M1K,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,765.0
Family structure,M1K,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,530.0
Family structure,M1K,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,230.0
Family structure,M1K,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,140.0
Family structure,M1K,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,70.0
Family structure,M1K,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,25.0
Family structure,M1K,Total lone-parent families,Total lone-parent families,,,,,,2495.0
Family structure,M1K,  Male parent,Total lone-parent families,  Male parent,,,,,275.0
Family structure,M1K,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,205.0
Family structure,M1K,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,50.0
Family structure,M1K,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,20.0
Family structure,M1K,  Female parent,Total lone-parent families,  Female parent,,,,,2220.0
Family structure,M1K,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,1225.0
Family structure,M1K,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,685.0
Family structure,M1K,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,310.0
Family structure,M1K,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,13950.0
Family structure,M1K,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,3775.0
Family structure,M1K,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,4025.0
Family structure,M1K,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,1345.0
Family structure,M1K,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,2945.0
Family structure,M1K,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,1860.0
Family structure,M1K,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.1
Family structure,M1K,Total number of persons in private households,Total number of persons in private households,,,,,,44610.0
Family structure,M1K,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,8320.0
Family structure,M1K,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,2800.0
Family structure,M1K,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,2010.0
Family structure,M1K,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,3520.0
Family structure,M1K,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,36285.0
Family structure,M1K,Average number of persons per census family,Average number of persons per census family,,,,,,2.9
Family structure,M1K,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,4710.0
Family structure,M1K,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,1775.0
Family structure,M1K,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,650.0
Family structure,M1K,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,105.0
Family structure,M1K,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,1015.0
Family structure,M1K,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,2935.0
Family structure,M1K,Total number of economic families,Total number of economic families,,,,,,12530.0
Family structure,M1K,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,5105.0
Family structure,M1K,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,3160.0
Family structure,M1K,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,2660.0
Family structure,M1K,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,1610.0
Family structure,M1K,Total number of persons in economic families,Total number of persons in economic families,,,,,,39085.0
Family structure,M1K,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.1
Family structure,M1K,Total number of unattached individuals,Total number of unattached individuals,,,,,,5525.0
Family structure,M1L,Total number of private households,Total number of private households,,,,,,9855.0
Family structure,M1L,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,2780.0
Family structure,M1L,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,3165.0
Family structure,M1L,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,1790.0
Family structure,M1L,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,1780.0
Family structure,M1L,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,340.0
Family structure,M1L,  Non-family household,Total number of private households,  Non-family household,,,,,3460.0
Family structure,M1L,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,6170.0
Family structure,M1L,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,225.0
Family structure,M1L,Number of persons in private households,Number of persons in private households,,,,,,24390.0
Family structure,M1L,Average number of persons per household,Average number of persons per household,,,,,,2.5
Family structure,M1L,Total number of census families,Total number of census families,,,,,,6640.0
Family structure,M1L,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,3270.0
Family structure,M1L,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,1675.0
Family structure,M1L,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,1180.0
Family structure,M1L,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,515.0
Family structure,M1L,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,5300.0
Family structure,M1L,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,4785.0
Family structure,M1L,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,2080.0
Family structure,M1L,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,2705.0
Family structure,M1L,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,1220.0
Family structure,M1L,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,1030.0
Family structure,M1L,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,455.0
Family structure,M1L,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,510.0
Family structure,M1L,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,400.0
Family structure,M1L,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,110.0
Family structure,M1L,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,75.0
Family structure,M1L,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,30.0
Family structure,M1L,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,10.0
Family structure,M1L,Total lone-parent families,Total lone-parent families,,,,,,1345.0
Family structure,M1L,  Male parent,Total lone-parent families,  Male parent,,,,,195.0
Family structure,M1L,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,115.0
Family structure,M1L,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,55.0
Family structure,M1L,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,25.0
Family structure,M1L,  Female parent,Total lone-parent families,  Female parent,,,,,1145.0
Family structure,M1L,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,670.0
Family structure,M1L,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,325.0
Family structure,M1L,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,150.0
Family structure,M1L,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,7075.0
Family structure,M1L,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,1990.0
Family structure,M1L,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,2170.0
Family structure,M1L,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,630.0
Family structure,M1L,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,1305.0
Family structure,M1L,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,970.0
Family structure,M1L,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.1
Family structure,M1L,Total number of persons in private households,Total number of persons in private households,,,,,,24390.0
Family structure,M1L,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,5375.0
Family structure,M1L,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,1425.0
Family structure,M1L,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,1170.0
Family structure,M1L,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,2785.0
Family structure,M1L,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,19015.0
Family structure,M1L,Average number of persons per census family,Average number of persons per census family,,,,,,2.9
Family structure,M1L,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,3070.0
Family structure,M1L,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,1215.0
Family structure,M1L,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,305.0
Family structure,M1L,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,25.0
Family structure,M1L,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,885.0
Family structure,M1L,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,1855.0
Family structure,M1L,Total number of economic families,Total number of economic families,,,,,,6710.0
Family structure,M1L,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,3040.0
Family structure,M1L,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,1655.0
Family structure,M1L,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,1215.0
Family structure,M1L,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,800.0
Family structure,M1L,Total number of persons in economic families,Total number of persons in economic families,,,,,,20435.0
Family structure,M1L,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.0
Family structure,M1L,Total number of unattached individuals,Total number of unattached individuals,,,,,,3955.0
Family structure,M1M,Total number of private households,Total number of private households,,,,,,7550.0
Family structure,M1M,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,1825.0
Family structure,M1M,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,2435.0
Family structure,M1M,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,1390.0
Family structure,M1M,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,1720.0
Family structure,M1M,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,180.0
Family structure,M1M,  Non-family household,Total number of private households,  Non-family household,,,,,2165.0
Family structure,M1M,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,5230.0
Family structure,M1M,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,155.0
Family structure,M1M,Number of persons in private households,Number of persons in private households,,,,,,19450.0
Family structure,M1M,Average number of persons per household,Average number of persons per household,,,,,,2.6
Family structure,M1M,Total number of census families,Total number of census families,,,,,,5555.0
Family structure,M1M,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,2620.0
Family structure,M1M,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,1360.0
Family structure,M1M,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,1165.0
Family structure,M1M,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,415.0
Family structure,M1M,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,4790.0
Family structure,M1M,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,4460.0
Family structure,M1M,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,1965.0
Family structure,M1M,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,2495.0
Family structure,M1M,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,1050.0
Family structure,M1M,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,1055.0
Family structure,M1M,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,390.0
Family structure,M1M,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,335.0
Family structure,M1M,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,205.0
Family structure,M1M,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,130.0
Family structure,M1M,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,75.0
Family structure,M1M,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,55.0
Family structure,M1M,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,0.0
Family structure,M1M,Total lone-parent families,Total lone-parent families,,,,,,765.0
Family structure,M1M,  Male parent,Total lone-parent families,  Male parent,,,,,160.0
Family structure,M1M,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,105.0
Family structure,M1M,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,35.0
Family structure,M1M,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,25.0
Family structure,M1M,  Female parent,Total lone-parent families,  Female parent,,,,,605.0
Family structure,M1M,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,345.0
Family structure,M1M,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,200.0
Family structure,M1M,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,60.0
Family structure,M1M,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,5745.0
Family structure,M1M,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,1410.0
Family structure,M1M,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,1670.0
Family structure,M1M,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,520.0
Family structure,M1M,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,1295.0
Family structure,M1M,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,850.0
