Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Age and gender,M1W,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,850.0
Age and gender,M1X,Total population (i),Total population (i),,,,,,1390.0
Age and gender,M1X,"  Male, Total",Total population (i),"  Male, Total",,,,,665.0
Age and gender,M1X,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,40.0
Age and gender,M1X,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,50.0
Age and gender,M1X,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,55.0
Age and gender,M1X,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,85.0
Age and gender,M1X,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,45.0
Age and gender,M1X,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,40.0
Age and gender,M1X,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,55.0
Age and gender,M1X,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,50.0
Age and gender,M1X,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,70.0
Age and gender,M1X,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,50.0
Age and gender,M1X,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,65.0
Age and gender,M1X,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,20.0
Age and gender,M1X,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,0.0
Age and gender,M1X,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,0.0
Age and gender,M1X,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,25.0
Age and gender,M1X,"   Female, total",Total population (i),"   Female, total",,,,,730.0
Age and gender,M1X,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,65.0
Age and gender,M1X,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,75.0
Age and gender,M1X,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,60.0
Age and gender,M1X,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,50.0
Age and gender,M1X,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,55.0
Age and gender,M1X,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,60.0
Age and gender,M1X,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,65.0
Age and gender,M1X,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,95.0
Age and gender,M1X,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,40.0
Age and gender,M1X,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,65.0
Age and gender,M1X,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,20.0
Age and gender,M1X,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,0.0
Age and gender,M1X,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,10.0
Age and gender,M1X,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,55.0
Age and gender,M1X,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,15.0
Age and gender,M2H,Total population (i),Total population (i),,,,,,26055.0
Age and gender,M2H,"  Male, Total",Total population (i),"  Male, Total",,,,,12510.0
Age and gender,M2H,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,690.0
Age and gender,M2H,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,825.0
Age and gender,M2H,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,980.0
Age and gender,M2H,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,1235.0
Age and gender,M2H,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,1180.0
Age and gender,M2H,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,915.0
Age and gender,M2H,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,680.0
Age and gender,M2H,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,810.0
Age and gender,M2H,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,985.0
Age and gender,M2H,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,1010.0
Age and gender,M2H,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,830.0
Age and gender,M2H,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,720.0
Age and gender,M2H,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,565.0
Age and gender,M2H,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,775.0
Age and gender,M2H,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,290.0
Age and gender,M2H,"   Female, total",Total population (i),"   Female, total",,,,,13545.0
Age and gender,M2H,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,620.0
Age and gender,M2H,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,720.0
Age and gender,M2H,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,980.0
Age and gender,M2H,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,1160.0
Age and gender,M2H,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,1215.0
Age and gender,M2H,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,875.0
Age and gender,M2H,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,1000.0
Age and gender,M2H,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,1070.0
Age and gender,M2H,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,1410.0
Age and gender,M2H,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,995.0
Age and gender,M2H,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,840.0
Age and gender,M2H,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,670.0
Age and gender,M2H,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,635.0
Age and gender,M2H,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,845.0
Age and gender,M2H,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,505.0
Age and gender,M2J,Total population (i),Total population (i),,,,,,51790.0
Age and gender,M2J,"  Male, Total",Total population (i),"  Male, Total",,,,,24815.0
Age and gender,M2J,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,1330.0
Age and gender,M2J,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,1480.0
Age and gender,M2J,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,1510.0
Age and gender,M2J,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,1860.0
Age and gender,M2J,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,2250.0
Age and gender,M2J,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,2655.0
Age and gender,M2J,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,2300.0
Age and gender,M2J,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,1740.0
Age and gender,M2J,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,1745.0
Age and gender,M2J,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,1520.0
Age and gender,M2J,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,1585.0
Age and gender,M2J,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,1385.0
Age and gender,M2J,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,1280.0
Age and gender,M2J,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,1520.0
Age and gender,M2J,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,660.0
Age and gender,M2J,"   Female, total",Total population (i),"   Female, total",,,,,26975.0
Age and gender,M2J,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,1195.0
Age and gender,M2J,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,1330.0
Age and gender,M2J,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,1420.0
Age and gender,M2J,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,1770.0
Age and gender,M2J,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,2210.0
Age and gender,M2J,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,2715.0
Age and gender,M2J,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,2200.0
Age and gender,M2J,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,2100.0
Age and gender,M2J,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,2180.0
Age and gender,M2J,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,1920.0
Age and gender,M2J,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,1730.0
Age and gender,M2J,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,1675.0
Age and gender,M2J,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,1325.0
Age and gender,M2J,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,2020.0
Age and gender,M2J,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,1200.0
Age and gender,M2K,Total population (i),Total population (i),,,,,,13240.0
Age and gender,M2K,"  Male, Total",Total population (i),"  Male, Total",,,,,6150.0
Age and gender,M2K,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,300.0
Age and gender,M2K,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,335.0
Age and gender,M2K,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,320.0
Age and gender,M2K,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,380.0
Age and gender,M2K,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,455.0
Age and gender,M2K,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,540.0
Age and gender,M2K,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,385.0
Age and gender,M2K,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,435.0
Age and gender,M2K,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,430.0
Age and gender,M2K,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,425.0
Age and gender,M2K,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,400.0
Age and gender,M2K,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,365.0
Age and gender,M2K,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,370.0
Age and gender,M2K,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,665.0
Age and gender,M2K,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,335.0
Age and gender,M2K,"   Female, total",Total population (i),"   Female, total",,,,,7090.0
Age and gender,M2K,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,310.0
Age and gender,M2K,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,290.0
Age and gender,M2K,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,350.0
Age and gender,M2K,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,365.0
Age and gender,M2K,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,485.0
Age and gender,M2K,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,505.0
Age and gender,M2K,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,510.0
Age and gender,M2K,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,440.0
Age and gender,M2K,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,540.0
Age and gender,M2K,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,440.0
Age and gender,M2K,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,435.0
Age and gender,M2K,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,425.0
Age and gender,M2K,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,495.0
Age and gender,M2K,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,880.0
Age and gender,M2K,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,615.0
Age and gender,M2L,Total population (i),Total population (i),,,,,,12260.0
Age and gender,M2L,"  Male, Total",Total population (i),"  Male, Total",,,,,5795.0
Age and gender,M2L,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,285.0
Age and gender,M2L,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,360.0
Age and gender,M2L,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,400.0
Age and gender,M2L,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,585.0
Age and gender,M2L,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,535.0
Age and gender,M2L,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,380.0
Age and gender,M2L,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,310.0
Age and gender,M2L,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,335.0
Age and gender,M2L,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,475.0
Age and gender,M2L,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,400.0
Age and gender,M2L,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,445.0
Age and gender,M2L,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,305.0
Age and gender,M2L,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,340.0
Age and gender,M2L,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,430.0
Age and gender,M2L,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,225.0
Age and gender,M2L,"   Female, total",Total population (i),"   Female, total",,,,,6460.0
Age and gender,M2L,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,285.0
Age and gender,M2L,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,335.0
Age and gender,M2L,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,415.0
Age and gender,M2L,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,545.0
Age and gender,M2L,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,530.0
Age and gender,M2L,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,450.0
Age and gender,M2L,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,465.0
Age and gender,M2L,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,415.0
Age and gender,M2L,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,570.0
Age and gender,M2L,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,620.0
Age and gender,M2L,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,375.0
Age and gender,M2L,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,290.0
Age and gender,M2L,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,340.0
Age and gender,M2L,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,520.0
Age and gender,M2L,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,305.0
Age and gender,M2M,Total population (i),Total population (i),,,,,,26410.0
Age and gender,M2M,"  Male, Total",Total population (i),"  Male, Total",,,,,12675.0
Age and gender,M2M,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,535.0
Age and gender,M2M,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,635.0
Age and gender,M2M,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,640.0
Age and gender,M2M,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,1015.0
Age and gender,M2M,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,990.0
Age and gender,M2M,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,1195.0
Age and gender,M2M,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,1020.0
Age and gender,M2M,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,760.0
Age and gender,M2M,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,925.0
Age and gender,M2M,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,745.0
Age and gender,M2M,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,795.0
Age and gender,M2M,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,745.0
Age and gender,M2M,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,795.0
Age and gender,M2M,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,1245.0
Age and gender,M2M,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,635.0
Age and gender,M2M,"   Female, total",Total population (i),"   Female, total",,,,,13735.0
Age and gender,M2M,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,570.0
Age and gender,M2M,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,475.0
Age and gender,M2M,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,585.0
Age and gender,M2M,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,865.0
Age and gender,M2M,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,1265.0
Age and gender,M2M,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,1175.0
Age and gender,M2M,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,865.0
Age and gender,M2M,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,895.0
Age and gender,M2M,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,1035.0
Age and gender,M2M,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,985.0
Age and gender,M2M,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,825.0
Age and gender,M2M,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,885.0
Age and gender,M2M,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,915.0
Age and gender,M2M,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,1480.0
Age and gender,M2M,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,925.0
Age and gender,M2N,Total population (i),Total population (i),,,,,,31875.0
Age and gender,M2N,"  Male, Total",Total population (i),"  Male, Total",,,,,15120.0
Age and gender,M2N,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,770.0
Age and gender,M2N,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,710.0
Age and gender,M2N,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,635.0
Age and gender,M2N,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,835.0
Age and gender,M2N,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,1160.0
Age and gender,M2N,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,1705.0
Age and gender,M2N,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,1325.0
Age and gender,M2N,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,1150.0
Age and gender,M2N,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,1220.0
Age and gender,M2N,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,845.0
Age and gender,M2N,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,775.0
Age and gender,M2N,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,800.0
Age and gender,M2N,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,820.0
Age and gender,M2N,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,1510.0
Age and gender,M2N,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,855.0
Age and gender,M2N,"   Female, total",Total population (i),"   Female, total",,,,,16755.0
Age and gender,M2N,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,645.0
Age and gender,M2N,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,650.0
Age and gender,M2N,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,700.0
Age and gender,M2N,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,780.0
Age and gender,M2N,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,1140.0
Age and gender,M2N,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,1535.0
Age and gender,M2N,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,1395.0
Age and gender,M2N,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,1380.0
Age and gender,M2N,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,1225.0
Age and gender,M2N,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,865.0
Age and gender,M2N,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,970.0
Age and gender,M2N,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,810.0
Age and gender,M2N,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,1085.0
Age and gender,M2N,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,2055.0
Age and gender,M2N,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,1515.0
Age and gender,M2P,Total population (i),Total population (i),,,,,,5795.0
Age and gender,M2P,"  Male, Total",Total population (i),"  Male, Total",,,,,2740.0
Age and gender,M2P,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,175.0
Age and gender,M2P,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,135.0
Age and gender,M2P,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,150.0
Age and gender,M2P,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,205.0
Age and gender,M2P,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,235.0
Age and gender,M2P,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,195.0
Age and gender,M2P,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,190.0
Age and gender,M2P,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,180.0
Age and gender,M2P,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,200.0
Age and gender,M2P,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,200.0
Age and gender,M2P,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,185.0
Age and gender,M2P,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,150.0
Age and gender,M2P,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,200.0
Age and gender,M2P,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,235.0
Age and gender,M2P,    Male 75 years and over,Total population (i),"  Male, Total",    Male 75 years and over,,,,100.0
Age and gender,M2P,"   Female, total",Total population (i),"   Female, total",,,,,3055.0
Age and gender,M2P,    Female 0-4 years,Total population (i),"   Female, total",    Female 0-4 years,,,,150.0
Age and gender,M2P,    Female 5-9 years,Total population (i),"   Female, total",    Female 5-9 years,,,,160.0
Age and gender,M2P,    Female 10-14 years,Total population (i),"   Female, total",    Female 10-14 years,,,,145.0
Age and gender,M2P,    Female 15-19 years,Total population (i),"   Female, total",    Female 15-19 years,,,,185.0
Age and gender,M2P,    Female 20-24 years,Total population (i),"   Female, total",    Female 20-24 years,,,,230.0
Age and gender,M2P,    Female 25-29 years,Total population (i),"   Female, total",    Female 25-29 years,,,,240.0
Age and gender,M2P,    Female 30-34 years,Total population (i),"   Female, total",    Female 30-34 years,,,,220.0
Age and gender,M2P,    Female 35-39 years,Total population (i),"   Female, total",    Female 35-39 years,,,,215.0
Age and gender,M2P,    Female 40-44 years,Total population (i),"   Female, total",    Female 40-44 years,,,,270.0
Age and gender,M2P,    Female 45-49 years,Total population (i),"   Female, total",    Female 45-49 years,,,,190.0
Age and gender,M2P,    Female 50-54 years,Total population (i),"   Female, total",    Female 50-54 years,,,,170.0
Age and gender,M2P,    Female 55-59 years,Total population (i),"   Female, total",    Female 55-59 years,,,,180.0
Age and gender,M2P,    Female 60-64 years,Total population (i),"   Female, total",    Female 60-64 years,,,,220.0
Age and gender,M2P,    Female 65-74 years,Total population (i),"   Female, total",    Female 65-74 years,,,,275.0
Age and gender,M2P,    Female 75 years and over,Total population (i),"   Female, total",    Female 75 years and over,,,,205.0
Age and gender,M2R,Total population (i),Total population (i),,,,,,37135.0
Age and gender,M2R,"  Male, Total",Total population (i),"  Male, Total",,,,,17705.0
Age and gender,M2R,    Male 0-4 years,Total population (i),"  Male, Total",    Male 0-4 years,,,,940.0
Age and gender,M2R,    Male 5-9 years,Total population (i),"  Male, Total",    Male 5-9 years,,,,1105.0
Age and gender,M2R,    Male 10-14 years,Total population (i),"  Male, Total",    Male 10-14 years,,,,1080.0
Age and gender,M2R,    Male 15-19 years,Total population (i),"  Male, Total",    Male 15-19 years,,,,1205.0
Age and gender,M2R,    Male 20-24 years,Total population (i),"  Male, Total",    Male 20-24 years,,,,1265.0
Age and gender,M2R,    Male 25-29 years,Total population (i),"  Male, Total",    Male 25-29 years,,,,1500.0
Age and gender,M2R,    Male 30-34 years,Total population (i),"  Male, Total",    Male 30-34 years,,,,1290.0
Age and gender,M2R,    Male 35-39 years,Total population (i),"  Male, Total",    Male 35-39 years,,,,1300.0
Age and gender,M2R,    Male 40-44 years,Total population (i),"  Male, Total",    Male 40-44 years,,,,1440.0
Age and gender,M2R,    Male 45-49 years,Total population (i),"  Male, Total",    Male 45-49 years,,,,830.0
Age and gender,M2R,    Male 50-54 years,Total population (i),"  Male, Total",    Male 50-54 years,,,,870.0
Age and gender,M2R,    Male 55-59 years,Total population (i),"  Male, Total",    Male 55-59 years,,,,940.0
Age and gender,M2R,    Male 60-64 years,Total population (i),"  Male, Total",    Male 60-64 years,,,,965.0
Age and gender,M2R,    Male 65-74 years,Total population (i),"  Male, Total",    Male 65-74 years,,,,1940.0
